ep56_sc033_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc033_001_occ.mb,occ,mental ray,1,50
ep56_sc034_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc034_001_occ.mb,occ,mental ray,1,100
ep56_sc035_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc035_001_occ.mb,occ,mental ray,1,75
ep56_sc036_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc036_001_occ.mb,occ,mental ray,1,50
ep56_sc037_001_render.mb,ch_bg,maya software,1,250
,,,,
ep56_sc037_001_occ.mb,occ,mental ray,1,250
ep56_sc038_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc038_001_occ.mb,occ,mental ray,1,75
ep56_sc039_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc039_001_occ.mb,occ,mental ray,1,100
ep56_sc040_001_render.mb,ch_bg,maya software,1,63
,,,,
ep56_sc040_001_occ.mb,occ,mental ray,1,63
ep56_sc041_001_render.mb,ch_bg,maya software,1,63
,,,,
ep56_sc041_001_occ.mb,occ,mental ray,1,63
ep56_sc042_001_render.mb,ch_bg,maya software,1,38
,,,,
ep56_sc042_001_occ.mb,occ,mental ray,1,38
ep56_sc043_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc043_001_occ.mb,occ,mental ray,1,75
ep56_sc044_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc044_001_occ.mb,occ,mental ray,1,75
ep56_sc045_001_render.mb,ch_bg,maya software,1,150
,,,,
ep56_sc045_001_occ.mb,occ,mental ray,1,150
ep56_sc046_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc046_001_occ.mb,occ,mental ray,1,50
ep56_sc047_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc047_001_occ.mb,occ,mental ray,1,100
ep56_sc048_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc048_001_occ.mb,occ,mental ray,1,100
ep56_sc049_001_render.mb,ch_bg,maya software,1,125
,,,,
ep56_sc049_001_occ.mb,occ,mental ray,1,125
ep56_sc050_001_render.mb,ch_bg,maya software,1,125
,,,,
ep56_sc050_001_occ.mb,occ,mental ray,1,125
ep56_sc051_001_render.mb,ch_bg,maya software,1,175
,,,,
ep56_sc051_001_occ.mb,occ,mental ray,1,175
ep56_sc052_001_render.mb,ch_bg,maya software,1,138
,,,,
ep56_sc052_001_occ.mb,occ,mental ray,1,138
ep56_sc053_001_render.mb,ch_bg,maya software,1,38
,,,,
ep56_sc053_001_occ.mb,occ,mental ray,1,38
ep56_sc054_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc054_001_occ.mb,occ,mental ray,1,50
ep56_sc055_001_render.mb,ch_bg,maya software,1,225
,,,,
ep56_sc055_001_occ.mb,occ,mental ray,1,225
ep56_sc056_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc056_001_occ.mb,occ,mental ray,1,75
ep56_sc057_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc057_001_occ.mb,occ,mental ray,1,75
ep56_sc058_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc058_001_occ.mb,occ,mental ray,1,75
ep56_sc059_001_render.mb,ch_bg,maya software,1,150
,,,,
ep56_sc059_001_occ.mb,occ,mental ray,1,150
ep56_sc060_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc060_001_occ.mb,occ,mental ray,1,50
ep56_sc061_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc061_001_occ.mb,occ,mental ray,1,100
ep56_sc062_001_render.mb,ch_bg,maya software,1,125
,,,,
ep56_sc062_001_occ.mb,occ,mental ray,1,125
ep56_sc063_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc063_001_occ.mb,occ,mental ray,1,75
ep56_sc064_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc064_001_occ.mb,occ,mental ray,1,100
ep56_sc065_001_render.mb,bg,maya software,1,100
,,,,
ep56_sc065_001_occ.mb,occ,mental ray,1,100
ep56_sc066_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc066_001_occ.mb,occ,mental ray,1,75
ep56_sc068_001_render.mb,ch_bg,maya software,1,125
,,,,
ep56_sc068_001_occ.mb,occ,mental ray,1,125
ep56_sc069_001_render.mb,ch_bg,maya software,1,125
,,,,
ep56_sc069_001_occ.mb,occ,mental ray,1,125
ep56_sc070_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc070_001_occ.mb,occ,mental ray,1,75
ep56_sc071_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc071_001_occ.mb,occ,mental ray,1,75
ep56_sc072_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc072_001_occ.mb,occ,mental ray,1,50
ep56_sc073_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc073_001_occ.mb,occ,mental ray,1,100
ep56_sc074_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc074_001_occ.mb,occ,mental ray,1,50
ep56_sc075_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc075_001_occ.mb,occ,mental ray,1,75
ep56_sc076_001_render.mb,bg,maya software,1,50
,,,,
ep56_sc076_001_occ.mb,occ,mental ray,1,50
ep56_sc078_001_render.mb,bg,maya software,1,150
,,,,
ep56_sc078_001_occ.mb,occ,mental ray,1,150
ep56_sc079_001_render.mb,bg,maya software,1,100
,,,,
ep56_sc079_001_occ.mb,occ,mental ray,1,100
ep56_sc081_001_render.mb,bg,maya software,1,100
,,,,
ep56_sc081_001_occ.mb,occ,mental ray,1,100
ep56_sc082_001_render.mb,bg,maya software,1,75
,,,,
ep56_sc082_001_occ.mb,occ,mental ray,1,75
ep56_sc083_001_render.mb,bg,maya software,1,75
,,,,
ep56_sc083_001_occ.mb,occ,mental ray,1,75
ep56_sc084_001_render.mb,bg,maya software,1,50
,,,,
ep56_sc084_001_occ.mb,occ,mental ray,1,50
ep56_sc085_001_render.mb,bg,maya software,1,100
,,,,
ep56_sc085_001_occ.mb,occ,mental ray,1,100
ep56_sc086_001_render.mb,bg,maya software,1,75
,,,,
ep56_sc086_001_occ.mb,occ,mental ray,1,75
ep56_sc087_001_render.mb,bg,maya software,1,75
,,,,
ep56_sc087_001_occ.mb,occ,mental ray,1,75
ep56_sc088_001_render.mb,bg,maya software,1,75
,,,,
ep56_sc088_001_occ.mb,occ,mental ray,1,75
ep56_sc089_001_render.mb,bg,maya software,1,50
,,,,
ep56_sc089_001_occ.mb,occ,mental ray,1,50
ep56_sc090_001_render.mb,bg,maya software,1,150
,,,,
ep56_sc090_001_occ.mb,occ,mental ray,1,150
ep56_sc091_001_render.mb,bg,maya software,1,100
,,,,
ep56_sc091_001_occ.mb,occ,mental ray,1,100
ep56_sc092_001_render.mb,bg,maya software,1,125
,,,,
ep56_sc092_001_occ.mb,occ,mental ray,1,125
ep56_sc093_001_render.mb,bg,maya software,1,100
,,,,
ep56_sc093_001_occ.mb,occ,mental ray,1,100
ep56_sc094_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc094_001_occ.mb,occ,mental ray,1,100
ep56_sc095_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc095_001_occ.mb,occ,mental ray,1,100
ep56_sc096_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc096_001_occ.mb,occ,mental ray,1,75
ep56_sc096_001_render.mb,ch_bg,maya software,1,68
,,,,
ep56_sc096_001_occ.mb,occ,mental ray,1,68
ep56_sc098_001_render.mb,ch_bg,maya software,1,38
,,,,
ep56_sc098_001_occ.mb,occ,mental ray,1,38
ep56_sc099_001_render.mb,ch_bg,maya software,1,200
,,,,
ep56_sc099_001_occ.mb,occ,mental ray,1,200
ep56_sc100_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc100_001_occ.mb,occ,mental ray,1,50
ep56_sc101_001_render.mb,ch_bg,maya software,1,50
,,,,
ep56_sc101_001_occ.mb,occ,mental ray,1,50
ep56_sc103_001_render.mb,ch_bg,maya software,1,75
,,,,
ep56_sc103_001_occ.mb,occ,mental ray,1,75
ep56_sc104_001_render.mb,ch_bg,maya software,0,100
,,,,
ep56_sc104_001_occ.mb,occ,mental ray,0,100
ep56_sc105_001_render.mb,ch_bg,maya software,1,100
,,,,
ep56_sc105_001_occ.mb,occ,mental ray,1,100
